filename,OBJNAM,client,SURATH,sursso,ch_typ,glocat,plocat,kmstar,km_end,prjtyp,SURSTA,SUREND,SORIND,INFORM,PICREP,TECSOU,HORDAT,VERDAT,HUNITS,DUNITS,SURTYP,POSACC,SOUACC,CATZOC,lwschm,geodif,planam,sur_id,pubweb,objst8,objdel
10032CP1415A.csar,10032CP1415A,CCG - Pacific,PWGSC - Geomatic Services,10032,1,0,9,14,15,Annual,,20110111,,,,1,75,13,1,1,2,,,3,2,n/a,Lifetimer,CP1415
10032LH1519A.csar,10032LH1519A,CCG - Pacific,PWGSC - Geomatic Services,10032,1,0,34,15,19,Annual,,20110111,,,,1,75,13,1,1,2,,,3,2,n/a,Lifetimer,LH1519
10032LR1620A.csar,10032LR1620A,CCG - Pacific,PWGSC - Geomatic Services,10032,1,0,35,16,20,Annual,,20110111,,,,1,75,13,1,1,2,,,3,2,n/a,Lifetimer,LR1620
10032GS3132A.csar,10032GS3132A,CCG - Pacific,PWGSC - Geomatic Services,10032,1,0,32,31,32,Annual,,20110106,,,,1,75,13,1,1,2,,,3,2,n/a,Lifetimer,GS3132
10032MA4347A.csar,10032MA4347A,CCG - Pacific,PWGSC - Geomatic Services,10032,0,2,22,43,47,Annual,,20110104,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA4347
10032MA3543A.csar,10032MA3543A,CCG - Pacific,PWGSC - Geomatic Services,10032,0,2,52,35,43,Annual,,20101209,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA3543
10030SA3234A.csar,10030SA3234A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,1,32,34,Recon,,20101208,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA3234
10030SA0104A.csar,10030SA0104A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,57,1,3.5,Recon,,20101207,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA0104
10030SA_101A.csar,10030SA_101A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,56,-1,1,Recon,,20101206,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA_101
10030SA2527A.csar,10030SA2527A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,31,25,27,Recon,,20101124,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA2527
10030SA2729A.csar,10030SA2729A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,16,27,29,Recon,,20101124,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA2729
10030SA0507A.csar,10030SA0507A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,63,5,7,Recon,,20101123,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA0507
10030SA2123A.csar,10030SA2123A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,31,21,23,Recon,,20101123,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA2123
10030SA0710A.csar,10030SA0710A,CCG - Pacific,PWGSC - Geomatic Services,10030,0,0,64,7,10,Recon,,20101118,,,,8,75,13,1,1,2,,,1,2,n/a,MV Profiler II,SA0710
10024MA7983A.csar,10024MA7983A,CCG - Pacific,PWGSC - Geomatic Services,10024,0,2,40,79,83,Recon,,20101117,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA7983
10024MA8385A.csar,10024MA8385A,CCG - Pacific,PWGSC - Geomatic Services,10024,0,2,40,83,85,Recon,,20101116,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA8385
10024MA7579A.csar,10024MA7579A,CCG - Pacific,PWGSC - Geomatic Services,10024,0,2,47,75,79,Recon,,20101115,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA7579
10024MA7175A.csar,10024MA7175A,CCG - Pacific,PWGSC - Geomatic Services,10024,0,2,47,71,75,Recon,,20101110,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA7175
10024MA6367A.csar,10024MA6367A,CCG - Pacific,PWGSC - Geomatic Services,10024,0,2,55,63,67,Recon,,20101104,,,,1,75,13,1,1,2,,,3,2,n/a,MV Shoal Point,MA6367
